,parameter,x1,x2,x3
0,x_norm,-2.0466348884737307e-16,0.6276546710945874,0.36169822537463653
1,x_gd,74226.9980483824,93682.10830015206,226.5096861443532
2,x_qr,-1.9473311851925243e-16,0.6701053006127372,0.3192475958565758
3,x_qr_recovered,99593.27265417326,100018.17916057211,199.9254286219207
